filename,is_spam,in_reply,subj_caps,attachments
00514.7e91be47b3ec2e2cafef70e325fe51df,N,N,N,Y
00222.4cde485804474931696b5ada162d61ff,N,N,N,N
01217.f3cdc54372082fffd2dd3ac5686a2645,N,Y,N,N
00634.610f63c7f967ce4bd006d31caa9d8c00,N,Y,N,N
00014.8e21078a89bd9c57255d302f346551e8,N,N,N,N
00496.608cbc8b542fc2bcf45665af87d2f67e,N,N,N,N
00086.fb3bca2671d0ce43431a201beb3cb268,N,Y,N,N
00687.8b31d13e4d04a9e78a7e01b491f6d2f6,N,Y,N,N
00980.25d1a7353cfdeacadb24beac726cb9aa,N,Y,N,N
00050.425922b836765b577dcd7824591898db,N,N,N,N
00055.1414fe3c3816bf0e13174847a15a2d30,N,N,N,N
00467.ce60ce0ae03fb1f4b2b8e1b8c574b679,N,N,N,N
00329.7bc61b54966e05a22ef6d357de62f85c,N,Y,N,N
00882.6ca078a84f6b9eb76fd57d7f9d72250e,N,Y,N,N
00624.00d7f6ac63e5869c289ea55e2ca4c03d,N,N,N,N
00440.c3f2884506305948c017149cbd75fdcf,N,N,N,N
00350.e738a16c1483dfda97d5862b4a9a77f8,N,N,N,N
00062.43847c613a539ca9c47b4593ee34bd6d,N,N,N,N
00362.10247e6e4b5d711a09d7d81c58dcf97c,N,Y,N,N
00277.943b5336f2a39a88253257d0b6db1d32,N,Y,N,N
01277.d7a43a4dd78dc466c8808f370ae2b2bb,N,N,N,N
00636.934784d4ed76cc8ad094ac8261dd9bcf,N,Y,N,N
01208.2573497808d92e8d54c2adfd6c8c38f3,N,N,N,N
00535.48113b12c71d26438fdab9d6bfce0972,N,N,N,N
00405.1a2eb406d0e8423f7af0b807d584d8ab,N,N,N,N
00769.f393aa552513fa0f55aa7d3229dd25d3,N,N,N,N
00206.59111a6330a2d989698c4d92967ed98d,N,N,N,N
01313.92d3b0f5d2597eb916ec1862e1c96c44,N,N,N,N
01107.2b4328240b02ac9d365c6379ba684058,N,Y,N,N
00136.ad45de584fcb47c912a00b30e93c890b,N,Y,N,N
00397.57025a4c0ae0a0b8f8d55cae868be32f,N,Y,N,N
00076.258dae29e807236557469185327c0a0a,N,Y,N,N
01251.699a25b1e5631ec1cffdfe4078535959,N,N,N,N
00044.1ed173a136e8d0494533ebbf203d8722,N,N,N,N
00041.3df133ff5477778dffcc6c78921dc107,N,N,N,N
00234.4901bd911992ec875045886a7e311562,N,Y,N,N
00471.c37b5306cf952f83f3cc30dad511f7fb,N,N,N,N
00651.12f128c13a64f4e485ee64532686b88b,N,Y,N,N
00510.009387361ea1c789d9d7e3f027a50af5,N,N,N,N
01048.a49961e63ff773b8164033ae01a22d80,N,Y,N,N
01197.dc4ef655f103b591edd2b5f0956c414f,N,Y,N,N
01232.8077cd29af0f1eb3a7c1b125375d9a9e,N,Y,N,N
00374.957837ba252b473057711e3c4dbd1e26,N,Y,N,N
00838.d56da6f1765f9d2e7ffea378549f8993,N,Y,N,N
00034.6c4a2965d18007340b85034c167848ec,N,Y,N,N
01159.2815cb2878b393aa1735e1f0bbc2c888,N,Y,N,N
00309.e35e529fcea4957316806e7b653a76d8,N,Y,N,N
01248.5c4c3971e0d9f6ed510e246a14d414a2,N,N,N,Y
00200.a85d0ee8b147e0d0de9db7bc84117551,N,Y,N,N
00176.d346b5e8e81c7459364a76408be5860d,N,Y,N,N
00451.4165f9a2baf204496f173bbd10ee49d3,N,N,N,N
00821.ecfe5e599c9cdec3a6fa0f5d87674f69,N,Y,N,N
00396.bfdf369c41f7228686c0bbe162ee3a14,N,N,N,N
01108.29f8f564902b3f0e5f19d1a5fa49b74d,N,N,N,N
01377.349d629be608a9445fa9c605bd12532b,N,N,N,N
01121.d3a6706a1a5c4c927c4cc7a038367f62,N,N,N,N
01293.1bfec3fa6ca7c5fbc5bd7ffdfe2c2780,N,N,N,N
00978.6ee6ee70e9126bba327faa762d37b3f9,N,N,N,N
00579.1edb9f97788573fae80c93879a38aa1c,N,N,N,N
00351.e08898f91941c9c27c93c339054148de,N,Y,N,N
00030.cc523265aefc37ee6ce3015d8ff6aa24,N,N,N,N
00898.b1a18faabb5353af6a2ad8a156d3bfbe,N,Y,N,N
00545.e940867b2fe3a1b091d74986f7a8a91a,N,Y,N,N
00590.f2710adbdbe869b2a39d00b60ef9aee3,N,Y,N,N
00933.d8902fb6cca828eb34fb1a0300950704,N,Y,N,N
00890.993e920917e07f2f688ea37fd24d6234,N,Y,N,N
01134.3ee22d26a56ea888aa8b491dd7cf8212,N,Y,N,N
00304.732529bb6311c2fd093521748b84caf0,N,N,N,N
00081.07dc5f38daa0ab9f5499fa3b3cf07ea6,N,Y,N,N
00189.959922d0363f85a2a6e7cc689b05b75c,N,Y,N,N
00187.8495ea1461cf3d0853576cd0be8fdf71,N,N,N,N
00127.3ac4ea08d4a80af1f6de12b96d650bdd,N,N,N,N
01044.df9958b3f45f7d2e5b6e9f793fde2768,N,Y,N,N
00051.c2215fd876c5f9e5da959c16c8e1b115,N,Y,N,N
00580.7dd943cb2a791ae9600144dee69f27b1,N,N,N,N
00120.f6fed5d0bca8c45edaad0f6b09f70e16,N,Y,N,N
00186.d42c074a7cb6f93949c3723b90e05eef,N,Y,N,N
00745.17068ba58d3abff5214b3cac4af05ef6,N,Y,N,N
00123.3921de802520cfe7a5b3e0777aa4affc,N,Y,N,N
00372.9d66c7a266e9ed8ef38f5045ab56038e,N,N,N,N
00457.9a3e0780339f515b20a2ce43e2003180,N,Y,N,N
01279.36814a9e06b97502d59ec36a27a2adcc,N,N,N,N
01258.d1dbf074124593e44a94546a2067741d,N,Y,N,N
00190.598d2a83744a3a7ac536e36ca56d7e65,N,Y,N,N
01008.9afe486d53adfdaf1e5d8efb47d0cba7,N,N,N,N
01155.6f283de255ba0f35b2eabed58815142b,N,N,N,N
00880.fad8123768f81c5a23c953cd50e49cb2,N,Y,N,N
00171.0982e9adc7d4a88cda1c9b6d8b469451,N,Y,N,N
01294.7f208bf4ae152863fd40f25e2e121d49,N,N,N,N
00280.c1b4460870441298c3040f1346a58dfd,N,Y,N,N
01357.102c99f3c387520d97c19c884c886355,N,Y,N,N
00281.8166d0f6c6bd6eb4ab1a9730ffbdf383,N,Y,N,N
00853.5143b7f1299929834f26c74f40bdc537,N,Y,N,N
00408.95ccc05d55c8dafbd32c2e133039684c,N,N,N,N
01376.efdd59f2e2f8ea1dab5a2822bfd57793,N,N,N,N
00892.53fec2d812b3f0b5b9a62de95308f7c9,N,N,N,N
01335.0781fc521909d45fcb210059a82cc505,N,N,N,N
01230.9b29026ab85c0a0bfdba617de748c186,N,Y,N,N
00606.aff1067a665502934f28d2494bf9ed29,N,N,N,N
01358.114d4d6ec3f1b50509de356f8b1267cc,N,Y,N,N
00613.80ccdadbbc27715a03f1f59580405340,N,N,N,Y
01287.b8f539c2cb3af2d8d62a9270eab0cbcc,N,Y,N,N
00681.b82e0f297d0ca719567dc764da63e8b7,N,Y,N,Y
00111.6ef33536e4b7d32c35be6297914c6c4a,N,N,N,N
00269.5e79c797bc756cc555e6877c5fbefc04,N,Y,N,N
00723.961bd5a10fb642402296d7d28a82cfeb,N,Y,N,N
00608.9fb43d1696643a1e5799370b089870b8,N,Y,N,N
01299.21bf6f0946fe21adc3e99db3e541ee57,N,Y,N,N
01102.7e2e82117f44ba6354324e62da0d8f5b,N,Y,N,N
00424.e39b1db8cf5575572abb4482fd3fced3,N,Y,N,N
00995.5171f58b6df2d565f3bca02ee548e013,N,Y,N,N
00960.32448b09e83c0a903e939e543d29cf82,N,N,N,N
00154.7bda4738681c601e0fd93f3c6d1ae4a1,N,Y,N,N
01364.388f4e91846bf82b0ea60e9ca1244b43,N,Y,N,N
01325.d94c9e1cca235f9f1bcecf469954490f,N,N,N,Y
01316.ba750fd796b2557fbfbbd3699ff90d25,N,N,N,N
00577.1eda2cf255a8628824556504e064df4d,N,N,N,N
00102.f05fb87d2b36b53117cb8b5f645b9016,N,Y,N,N
00792.0456a0df8da92cfb4d989b517ed0ff57,N,Y,N,Y
00573.820e675aeeb4ccdea8885962bcb877eb,N,N,N,N
00913.feedb49583d7f4cd656ee7139598e706,N,Y,N,N
00585.a9763d3908545b69df03e1f239af6f28,N,Y,N,N
00472.ce9fb6ee45c148fd96f7b964c7cbb97b,N,Y,N,N
00689.ae6cd2a1fe148629b6d4e11fba10cd8c,N,Y,N,Y
00037.8654538f4f68f933488f6a16aaadd0ce,N,Y,N,N
00420.f6140b71df992b02cc59548039eb05ca,N,Y,N,N
00546.b2fa5914e24fd62a528ea0c37039362f,N,Y,N,N
00100.25af616b26d1d9417cd52c0ba42344f9,N,Y,N,N
01132.53cd6a1e37720d9b6614f0384222d443,N,Y,N,N
00355.a42b7b791419c4d5a33b9cefda4fe2b7,N,Y,N,N
00877.3b67f6a22857472bb7482123740c4d7d,N,Y,N,N
00825.27263f8c262ba33a858e0ebff56510cf,N,Y,N,N
00743.7787f0f8205e4ff2226a563c39b81039,N,N,N,N
01168.387e59c34fb395201b4002238b8009fd,N,Y,N,N
00001.1a31cc283af0060967a233d26548a6ce,N,Y,N,N
01234.538d99529a2f797af84e2aadebce58b7,N,Y,N,N
00693.2183b91fb14b93bdfaab337b915c98bb,N,N,N,N
01249.8949e6dbf80be84147b2e2d088f726a2,N,Y,N,N
00562.0f377593022357878ec2249f0c9a5f08,N,Y,N,N
00019.c6b272a04ec32252f7c685f464ae3942,N,Y,N,N
01039.8e4ad6f84ab81de71de2de8b34e300f5,N,Y,N,N
01239.e0e538caae93690ba1b0e5c4b9b3f81e,N,Y,N,N
01179.1aeec6e94d2829c1dd756d3609a8eccf,N,Y,N,N
01014.d86f7cf4bda937a58e7af5aef3f71649,N,Y,N,N
00078.70afdc10249d68135ead7403a6257858,N,Y,N,N
00798.f0b6d4915a856bc13e789d766b13fcb9,N,Y,N,N
00963.5480cd0c553b673d4b2a5dd8775bc858,N,Y,N,N
00130.b7ff6705a1318fb9bc7e557886ef4bd1,N,Y,N,N
00559.21c70c91d59b138e27edf65c13a6b78b,N,Y,N,N
00873.591767bb0a3b3c5f3fe4a7b8d712bb6e,N,Y,N,N
01321.b60952a220ebf684df40ccd25d7e1daf,N,N,N,N
01016.97115661350c754ad169c6bc4da762ec,N,Y,N,N
01058.b4b7fcdc28f355bf29228dc20d7455cb,N,N,N,N
00864.75ad4f0552f4dc1629233e5d62d85309,N,Y,N,N
00854.8ccfb8ad116ea10b46c7c1d7ad50aab8,N,Y,N,N
01050.147422ec417fbaec9eb10ad6cc298102,N,Y,N,N
00773.588b49e12a139c86b8680ce0aa9328a4,N,Y,N,Y
00768.23c2c636203be69ecbbde86ff686598f,N,Y,N,N
01229.8ddcde29a0f578173e251f8509c5b0ea,N,N,N,N
00332.371b6f513942ac2fb91c136e1ffb9cc8,N,N,N,N
01158.6a44abff11c422803f7399f6db573b29,N,Y,N,N
00347.345d2c25c6e5e7255b8f53291ff8ed9d,N,Y,N,N
01057.b2810601523d3bb9051088959078e309,N,N,N,N
00268.b9c5022544ced77b38a7f231e42b04f6,N,N,N,N
00903.ec8820827b3b3b89e471ba86d3ec88c8,N,Y,N,N
00106.5c4519d12bf9435ebbc0c648836b21b1,N,Y,N,N
00112.b7fece154c12b4167c138d08aafd675b,N,Y,N,N
00028.4e9595edd918f1a5fa26f8740cfdb358,N,N,N,N
00523.af946124a6fe4b8913ea4bb65f5d2df3,N,Y,N,N
01202.0896a21e4a21e36df79b6adcdd443117,N,Y,N,N
01374.37db86d2e6be10df5e7daf89f16bcd8c,N,N,N,N
00143.c497f4c428f9ec61888084e3e8207deb,N,N,N,N
00761.f626f551015996bcfdc414224c5fe06b,N,N,N,N
00977.10e2871bd3e016164aca38b7030d3763,N,Y,N,N
00992.91679f7e3d6ad40632b65677798ff66c,N,N,N,N
00865.55407950e065d67e276eb5ecf44bc1f6,N,Y,N,N
01388.8bdd1ecbba6a6739b067fe88cd0fa281,N,N,N,Y
00742.ce72d7c8245e881d6e0ee5d8e9cfabab,N,N,N,N
00705.7ff90bba3250a39362816997bbd728ef,N,Y,N,N
00490.9c5dd006a16b1e30c9162ba4b4b75ea8,N,N,N,N
00210.ca401834d76bbedb98e548160e2ab559,N,N,N,N
00754.7ef282943b46f61c8453c38e45124ae2,N,Y,N,Y
00544.f3b57aa07af3f3280e917659195f8370,N,Y,N,N
01331.b40a16937c61ddfa8d0057b15eada675,N,N,N,N
00703.f305b0d4c58eed983e9540d3105e7fac,N,Y,N,N
01043.d4d172c60d71fd47544dfad4914d750b,N,N,N,N
01206.3ab24f493207df1de962814c8fe53a12,N,Y,N,N
00512.87948db57ca6071196464b4a71de67bc,N,N,N,N
00939.d6d2250a7e855513820bd35e36883d5a,N,Y,N,N
00508.b64dddcc41f7261d501039cd62c9f61d,N,Y,N,N
00205.1b7b16facf48373401d78996a92f6666,N,N,N,N
01284.d66303890ebecd4423489414ca3d3b6e,N,N,N,N
01150.b4460d83f8b7720853a3bf8cda672692,N,Y,N,N
00119.42c5df54c26a15ca4b9b10e4b67a4c2b,N,N,N,N
00895.698c3fa5c54db3f9a4c962baf13567fb,N,N,N,N
01245.44d8e6ea8ff7044b2181b262c78924c7,N,N,N,N
01320.099f7c8107914cf82efe156e8c7f09fc,N,Y,N,N
00166.8525e30f5b1574a4cb08d5fc8cb740e5,N,N,N,N
00160.b7ad2878346c13c7726f872d632c42b5,N,Y,N,N
00748.aba6a0bb7191962f47f3731e37bbb268,N,N,N,N
00314.ea2320dd4e87b08924861080f8e7b8f5,N,Y,N,N
00149.46b139b2476b135f24f53d6c8356f1e3,N,Y,N,N
01255.d61d01eff7256b5b4e9ec26e75c7c1a2,N,Y,N,N
01213.39bee89f032edacb6f8eda5e83bfb154,N,Y,N,N
00582.eb99fccc8d6528aa1e2b1b7a1f0d4160,N,Y,N,N
01392.6a9e94b131381aa631022fc1b6c9bdab,N,Y,N,N
00487.4c0487a128123e92602005535955e7a1,N,N,N,N
00432.6a1c32a56b122370713c8146238f75dd,N,N,N,N
00080.93f80f25c954fe33b3218d98a6efb2c9,N,Y,N,N
00429.a07d4061101c1879dc26873f7d52aed8,N,N,N,N
00224.3622520511e843a434f9ef3b990781f8,N,Y,N,N
01340.c46ea4ebbefcffc6d221b218e17688ba,N,N,N,N
01030.d652d5419de6c6e87b15ed801d1ae1e6,N,N,N,N
00571.f40af0c5bd3cc0bc6cd1c43eafa48b49,N,Y,N,Y
00920.743eb834544d6f68b44c7a91ea570f6f,N,Y,N,N
00010.d1b4dbbad797c5c0537c5a0670c373fd,N,Y,N,N
01175.6b38ad7f9384cbe8e60578727dc52b4c,N,Y,N,N
01142.fbca515af7491a2cb7eec15d7011fd7a,N,Y,N,N
00296.12af7606f42c491ca320c1c7a284d327,N,Y,N,N
01114.d7112b346a9620f51b94d16fb6eca370,N,N,N,N
00165.73687c8da9e868166f3ca6b8e94073a8,N,N,N,N
00137.4fa7edf6ba7ea2866b5ccf00de3dd6e9,N,Y,N,N
01330.5148942334cb1166901d6f05a56864d9,N,N,N,N
00829.28cef3aab019aea7ee4b0cae83f4cc4f,N,Y,N,N
00872.f9b45695dacc2d0d0939786d76509512,N,Y,N,N
01173.0402e85910220618eac922403222d0ec,N,Y,N,N
00869.0fbb783356f6875063681dc49cfcb1eb,N,N,N,Y
00967.9f54540bbcfe54481730330f5c6b67ad,N,N,N,N
00601.2f32c4ddbfc8c2c0c147ece6f7346de1,N,N,N,N
00692.69f326feb3c0f97fe44f1af81f51db19,N,Y,N,N
00885.7340a1c0f35e08491a771e0f83df29fc,N,Y,N,N
01055.184a082c4cdebfb90adc3d6d0bfbfa69,N,Y,N,N
00134.ff80b3057938bbbbc9e71e71ac7f4bd9,N,Y,N,N
00335.afeb1c952028486564738ee12fcb9a7e,N,Y,N,N
00023.0e033ed93f68fcb5aab26cbf511caf0e,N,Y,N,N
00061.2a9530684abd71525821e8bc2c8019ec,N,Y,N,N
01024.28499f419990c33e20cb2f0ea7c77653,N,N,N,N
01382.492cd22357b171e9cbbb2ed73f9d551f,N,N,N,N
00105.b307b4de62765a6f2808d36a21652bbc,N,Y,N,N
00691.434cbad49360cfdb01513f4855b6c30b,N,Y,N,N
00169.701617763832617a7d0d1dfbc08b8a0d,N,N,N,N
01073.c57f97ceb349872c39dfdea815369d0e,N,Y,N,N
01106.8b0bc40a6f9c74cf3426d22d46870eac,N,Y,N,N
01257.e6fdbfb293cca6e8d422b2ea4e8936ad,N,Y,N,N
00897.d61b96a3658c79ec85a760b887506112,N,Y,N,N
01013.79dbeaacd281776a5c429b70fed65af9,N,Y,N,N
00141.aec902144f2d18dce81d4a5dd84e11bf,N,N,N,N
00861.9315454120d627a1016f95d1c95874bc,N,Y,N,N
00145.a62431b99d739b3aab6139b417ed49a7,N,Y,N,N
01110.f114ae941961c47d048d7538dbda2503,N,Y,N,N
00734.07453769e34240099704aaf247f6fe0b,N,Y,N,N
00732.33c5576e36d753b597c0f5ecf26f16e9,N,N,N,N
01070.50c7556d0cd6e87708333240fa89ed06,N,Y,N,N
01072.9bbc08d0ef994cd212eebaf8105d5c81,N,Y,N,N
00426.6cd93f7b4c74456e414f1f01fec6b05f,N,Y,N,N
00934.76cd57955d5efc3a84d965b91fb1548e,N,Y,N,N
00216.53a04d271ae7b0752fef521c2d5709f7,N,Y,N,N
01274.0d083a2d3b30061efdc2cc73ee9e76e3,N,N,N,N
01094.5bd0918274c1c243e77e44a2987b851c,N,N,N,N
00941.7e73d0b5d1de68eabc52c3e8d05349d8,N,Y,N,N
00954.f0c8ee40e08cf926be3648e3f421108c,N,Y,N,N
01262.7b18594e0276a4cb593a6408afa9c636,N,Y,N,N
00547.a4bff0b61d5617808712cf2085aa8170,N,N,N,N
01227.2a74d803e3b1d121faad841830195140,N,Y,N,N
00446.d8f63fcbc175d67473d8ca70f4884399,N,N,N,N
00369.9287d82618728e82ca293fe856ad1098,N,Y,N,N
01273.01c1a03bb435b7cfba44cdd57f3a4221,N,Y,N,N
01233.fccdd783a75357fe29b39816a3a3f6f4,N,N,N,N
01375.6f00c234834166a104c28ac16b5a2d1b,N,N,N,N
00444.ce885a3320a33be01019bbbc8343dc73,N,N,N,N
01296.16fcf1ce6a407c71b1ea5ef04ded98f9,N,N,N,N
00447.a7cd2b6a82929a9c3f267d386dd187c6,N,Y,N,N
00177.0bac33d77bd12fc4da3395a535f2a664,N,Y,N,N
00820.e5d2e908488ec046b304739017aa4d8b,N,Y,N,N
00232.24e7a66753dfa7f93df6a2c5125e0cb3,N,Y,N,N
01393.40e9333a57d6f73d1eb2080a6b059848,N,N,N,N
00787.8bb5931af6f31bcb63ec035ef4bab991,N,Y,N,N
00453.c11216fd1ac94b5f66f6bc983733b8e1,N,Y,N,N
00645.a7332dcc1cb55cadebf1560272154304,N,Y,N,N
00096.b8e6dd7a82c0488cafcdc332b65f4124,N,Y,N,N
00631.3f9351806af9a88f93169ee3416e4502,N,Y,N,N
01303.80dd19a2b1d8496c48396b630179b00f,N,N,N,N
00278.f3d796448a64d0f66500884181458921,N,Y,N,N
00669.e1bd56f6a261852d752e086ae3f8f93d,N,N,N,N
00835.90603de9b085b1871c7fa52f077b1437,N,Y,N,N
01378.363deaa0f90db14de13a4a676703826d,N,N,N,N
01268.280863c5d13405da77887dc3bbdb3071,N,Y,N,N
01281.c6dc8af12840f7e67f50ed2346e204de,N,Y,N,N
00855.25cdd1d4b3805757439866eb261643f6,N,Y,N,N
00433.54e72424b2632d8b2eedf48b2a5c2fd3,N,N,N,N
00150.8f7dc1318823556f1eca402af39e08e5,N,N,N,N
00698.e702f66ebf743b81ba479bf54795bcca,N,Y,N,N
00495.727ea275e5530758b79884779603b7e0,N,N,N,N
00552.bb5ababab06288f157e62ec89340d6c2,N,N,N,N
00730.9c53ad2d4e49284023f1ead62c033715,N,Y,N,N
00399.5bfedd0ef4217216d622f3b613317d24,N,Y,N,N
00029.807838f09bfb11b71e179a75334a5a62,N,N,N,N
00201.981524ec8ff1a3d171b662c1dbb831a7,N,N,N,N
00068.36bcd58f7826a1819b2188d4b35b9150,N,Y,N,N
01218.f246a52bdba8c97ff7356a853caacbbd,N,Y,N,N
01183.a6c69ac786145115a2ad4f06c986bc3d,N,Y,N,N
01033.a396fa47cdd01877eacd823d55cb6dec,N,Y,N,N
01157.f12e373828099cd001040900a6c9d151,N,Y,N,N
01353.de61bda933dc0bae0ddc630398d7b62f,N,N,N,N
00231.8096ae53e70b1b72b5935b12b823597b,N,N,N,N
00401.4bcb1d17a18fc77217a1092fa6c27bfa,N,Y,N,N
00924.374197012a2e87b0ecd463e584b0702b,N,Y,N,N
00874.6bbdd7e5dcf757c14c3fb8779a16f6c2,N,Y,N,N
00581.b2fd69fe02091cf73bb1b60f282ff1a7,N,Y,N,N
01149.3ed8d90235a56fd4dae5e66941f574d7,N,Y,N,N
00284.3a518630eb58eb7ac1f03e1d4d0a1ddf,N,Y,N,N
00612.cb68c495a2f64d9f3a25fecbc176e961,N,Y,N,N
00700.d42457f1ab4340c5517eaa695cb675fa,N,N,N,N
00287.03ca12d32dd67af82efbbafac79d4d5a,N,N,N,N
00265.ba7a5ceb6bf11bd9123f739a36004e40,N,Y,N,N
00301.bd38f1d07527919c3c177e564ee7c908,N,Y,N,N
01315.519742849e250ae76ac4148f5f7cbcd5,N,N,N,N
01288.7e7f5571f0b3c773a0ead323b8a2d1b5,N,Y,N,N
00178.f23e3d8a5c020bfba4914a4f2a945937,N,Y,N,N
00607.c72e1448ce18361a82550ed78a579d47,N,N,N,N
00368.14f8d5646b587bafc764ec859ed5c37e,N,Y,N,N
00208.d44ac6333a9b4ad601299143998097b9,N,Y,N,N
00155.54b624e309bf09793148296c7506f6ab,N,Y,N,N
01309.2be013917de1be361da51fd194dd68cb,N,Y,N,Y
00388.06d9471d9bb3270cc5caa33d267a1e9e,N,Y,N,N
00883.9ac832339fe2f1546b926bf61a1b5c50,N,Y,N,N
00342.769dc03aca294f3cc817c212a6ff380a,N,N,N,N
00361.ebcde1d624e84623713ac6eddff87943,N,Y,N,N
00104.a682139cb63862f8b63756c454c01fe3,N,Y,N,N
00331.6cfb3936c79bcb295dc5e50bcd7c7561,N,Y,N,N
00056.6647a720da7dad641f4028c9f6fbf4e5,N,Y,N,N
01042.7cf9c2664d2666e767db7b5bec055911,N,Y,N,N
00946.6d3c3492c0310d58e7eccadf18fbd9de,N,Y,N,N
00751.a0032491c92110b238d52c93ae977322,N,Y,N,N
00989.472472e767248959f3ca93059b019569,N,Y,N,N
01028.ed554ad8d1dc54df1d58a4bb88c1d61b,N,N,N,N
00370.65240cb1d838553639998a0e4b0d0e6d,N,Y,N,N
00772.c3b24116536159a3568324b3310a48df,N,Y,N,N
01332.67aa87ef51e1160548ee44dcbef73c42,N,N,N,N
01236.04db6f1d75fa021d6380b3bdb5e68635,N,Y,N,N
01362.a63dddffa1f9903a480cd9aaaf6d16f3,N,N,N,N
00593.3d1c3a023a9d90edc0436d0619a0b7d2,N,N,N,N
00965.65826942ee14fb4633a82452bab4f19e,N,N,N,N
00843.b26541d28a2a01ed3f2e9e5597ea321d,N,N,N,N
01169.5adc737d52bc101c6fd07732eeb5ed39,N,Y,N,N
00328.543d22932dda79526c3a729f7a96dc26,N,N,N,N
00411.795ae1b91264d007f60721c1c89a5ea7,N,N,N,N
01228.5d8cae656dad21c870aa24edf74f4d40,N,Y,N,N
00364.9bbc4ee844b6b68da661b76671af0222,N,Y,N,N
00572.de050685895059e75d0a472c6b203376,N,N,N,N
00035.d598efa269efe5000552f0322851a379,N,Y,N,N
01104.95ab7cdd99db240e7df7579a016a84ae,N,N,N,N
00108.e1a50d817af33d7b1bbec19bdaef75d0,N,N,N,N
01334.92ce4582a1572c01c53020632a26dfd6,N,N,N,N
00797.67afafcb6abaa29b1f92fafa4e153916,N,Y,N,N
00308.471343c72013f4df6a93a7cd51edaace,N,Y,N,N
00974.304821ceb985edbca95b1b83f61068cc,N,N,N,N
01372.ad286bcb58ca265f74e63e8bbbcdcd40,N,N,N,N
01025.2b93d90b2a84044db3a273c1618c3cea,N,Y,N,N
00901.c433dbbc247c4d2758391c34b92f4e9d,N,Y,N,N
00680.ee1366b6b29202f0ffe65753ee37f0a4,N,Y,N,N
01071.a7ec1f3e3dbf8862c0d8347670170574,N,Y,N,N
00379.cb86b033e4fc334deda622bcc37e6293,N,Y,N,N
00983.72a910d32dbfe936547f37cdb919c422,N,Y,N,N
01314.4419666b80ae7608cfdc4b575b0d7c28,N,N,N,N
00515.b39512509fd4f39fb1cf50248c37564f,N,Y,N,N
00849.46a55512abd378c6158e43b88acf3ed0,N,Y,N,N
01344.afd86faffd3091513b285cd77c50d14f,N,N,N,N
01211.d70576ff4cc0eb62fdb143ab7123cef7,N,Y,N,N
00410.eaebef68f574076b5d3b8390faa2586e,N,Y,N,N
00259.977d4930f990d0c5b68b362a33b14d5f,N,Y,N,N
00003.19be8acd739ad589cd00d8425bac7115,N,Y,N,Y
00476.5248b39aaaf6f756eef865a6f43c1ff4,N,N,N,N
01038.38efccc7258387ba2ae5a6549a2d5f67,N,N,N,N
01310.7bfe2d833bc6cf1e5e1acd32de2a25bb,N,Y,N,N
00984.afcb3441b0cd8284b107d062e975c226,N,Y,N,N
01005.bb6d68846320ecc5bc3dedb02805641a,N,Y,N,N
00916.892ff99f6e224042cfb4392b57fec056,N,Y,N,N
00434.7a55a37b952e7fee5a292858697062c0,N,Y,N,N
00009.13c349859b09264fa131872ed4fb6e4e,N,Y,N,Y
00603.daa03eaf6ed52d99bcc36d0f68fdd33a,N,N,N,N
00958.ad24f0dc7feb12a77ea863e2000f86dd,N,N,N,N
00430.f7464c6cafd30eeae286041d626a9613,N,Y,N,N
00858.e8e0fa3478d7d66a23b1ead07beecc18,N,N,N,N
00733.8e51537a410ca42b33ae41f5973132d6,N,Y,N,Y
00682.ed1e8972923a1eb98875e4a2b87f6f60,N,N,N,N
00770.8cb32504b46873dd138e648e2207e4a0,N,Y,N,N
00712.e086301e1a13209a567bc2ae0c5ec1d9,N,N,N,N
01117.17139c6a53e532566663d3a98c555bee,N,N,N,N
01136.45eaa9097418f81572f844e89a8479d6,N,N,N,N
00251.c5d9eca7f5a2aabbb152e26bef36eb55,N,Y,N,N
01079.09c849f3b4f261cc7efdb659c9908340,N,Y,N,N
00448.843eb6313e84a0bef7f1799405e2f1e9,N,Y,N,N
00661.cc133729fcb2b0dc9ea6b6de53aa39a5,N,Y,N,N
00844.d212ae45e726f9913ef475cc8cf66673,N,Y,N,N
01112.2ebc0954a762e294408747e7a0d4c270,N,Y,N,N
00132.45a855fd256c018dd4232353b72ae9ec,N,N,N,N
01264.df4dfa46001904d832d56d2eabd4894d,N,Y,N,N
00521.1142a34d4fa26153d40064954ca10da9,N,N,N,N
00307.6cfae2c5703c7eb36db9c8158c70b0ae,N,Y,N,N
00968.af5d1f264563dd879a2a880a1725efdf,N,N,N,N
00242.a0fd5ccd8b2175f222b822229a2a77c1,N,Y,N,N
00484.f7052aa77491ee5979a55c16eae22422,N,N,N,N
00713.49b7b319d69b2dc2bc27a5dd206750a0,N,Y,N,N
00322.7d24d46d49eebe647615d706370ae123,N,N,N,N
00126.0b7d3ede2d98218008cdb359d9f9b708,N,Y,N,N
00437.5af67abd96a8188a8a36f2674781da8b,N,Y,N,N
00724.c5a687a60e45b7e78ec560a3eadffdee,N,Y,N,N
00759.59d03df774834b507dcab63ed02ef577,N,Y,N,N
00557.06053871b532fd4092d223389440c36e,N,N,N,N
01337.f4ddbcdd625e6ceca4a3dbc59f08079a,N,N,N,N
00445.4222549eadcf376d1f15942391cf806d,N,Y,N,N
01347.384098ec9f6f68cb98b23c7d27bed499,N,Y,N,N
00071.feb4bca3576707de8f2e8a3c5d22f106,N,Y,N,N
